# Items Reference
# Usage: /item <ID>   or   /item <ID> <quantity>

ID       Name                                         Identifier
48015    Swift dagger                                 swift_dagger
48016    Tainted blade                                tainted_blade
48017    Dark dagger                                  dark_dagger
48018    Fate's blade                                 fates_blade
48019    Fire blade                                   fire_blade
48020    Midnight broadsword                          midnight_broadsword
48021    Midnight cutlass                             midnight_cutlass
48022    Midnight sword                               midnight_sword
48023    Molten blade                                 molten_blade
48025    Plasmic substratum                           plasmic_substratum
48026    Sabre                                        sabre
48027    Baronial Kagum Huan                          baronial_kagum_huan
48028    Baronial Kagum Xu                            baronial_kagum_xu
48029    Chaos blade                                  chaos_blade
48030    Sevenleaf sword                              sevenleaf_sword
48031    Light sword                                  light_sword
48032    Holy sword                                   holy_sword
48033    White sword                                  white_sword
48034    Ilbon knife                                  ilbon_knife
49000    ===NPC/PC SUBPATH Equipment/Items===         ===NPC/PC SUBPATH Equipment/Items===
49001    Chung Ryong scale                            chung_ryong_scale
49002    Nimble blade                                 nimble_blade
49003    Ju jak staff                                 ju_jak_staff
49004    Life lance                                   life_lance
49005    Enchanted Chung Ryong scale                  enchanted_chung_ryong_scale
49006    Enchanted Nimble blade                       enchanted_nimble_blade
49007    Enchanted Ju jak staff                       enchanted_ju_jak_staff
49008    Enchanted Life lance                         enchanted_life_lance
49009    Il san Chung Ryong scale                     il_san_chung_ryong_scale
49010    Il san Nimble blade                          il_san_nimble_blade
49011    Il san Ju jak staff                          il_san_ju_jak_staff
49012    Il san Life lance                            il_san_life_lance
49013    Ee san Chung Ryong scale                     ee_san_chung_ryong_scale
49014    Ee san Nimble blade                          ee_san_nimble_blade
49015    Ee san Ju jak staff                          ee_san_ju_jak_staff
49016    Ee san Life lance                            ee_san_life_lance
49017    Sam san Chung Ryong scale                    sam_san_chung_ryong_scale
49018    Sam san Nimble blade                         sam_san_nimble_blade
49019    Sam san Ju jak staff                         sam_san_ju_jak_staff
49020    Sam san Life lance                           sam_san_life_lance
49021    Sa san Chung Ryong scale                     sa_san_chung_ryong_scale
49022    Sa san Nimble blade                          sa_san_nimble_blade
49023    Sa san Ju jak staff                          sa_san_ju_jak_staff
49024    Sa san Life lance                            sa_san_life_lance
49025    Spike                                        spike
49026    Enchanted spike                              enchanted_spike
49027    Il san spike                                 il_san_spike
49028    Ee san spike                                 ee_san_spike
49029    Sam san spike                                sam_san_spike
49030    Sa san spike                                 sa_san_spike
49031    Blood                                        blood
49032    Enchanted blood                              enchanted_blood
49033    Il san blood                                 il_san_blood
49034    Ee san blood                                 ee_san_blood
49035    Sam san blood                                sam_san_blood
49036    Sa san blood                                 sa_san_blood
49037    Surge                                        surge
49038    Enchanted surge                              enchanted_surge
49039    Il san surge                                 il_san_surge
49040    Ee san surge                                 ee_san_surge
49041    Sam san surge                                sam_san_surge
49042    Sa san surge                                 sa_san_surge
49043    Charm                                        charm
49044    Enchanted charm                              enchanted_charm
49045    Il san charm                                 il_san_charm
49046    Ee san charm                                 ee_san_charm
49047    Sam san charm                                sam_san_charm
49048    Sa san charm                                 sa_san_charm
49049    Do                                           do
49050    Enchanted do                                 enchanted_do
49051    Il san do                                    il_san_do
49052    Ee san do                                    ee_san_do
49053    Sam san do                                   sam_san_do
49054    Sa san do                                    sa_san_do
49055    War axe                                      war_axe
49056    Enchanted war axe                            enchanted_war_axe
49057    Il san war axe                               il_san_war_axe
49058    Ee san war axe                               ee_san_war_axe
49059    Sam san war axe                              sam_san_war_axe
49060    Sa san war axe                               sa_san_war_axe
49061    Battle-ready Shinsho                         shinsho
49062    Battle-scarred Shinsho                       enchanted_shinsho
49063    War-tempered Shinsho                         il_san_shinsho
49064    War-ravaged Shinso                           ee_san_shinsho
49065    Blood-stained Shinsho                        sam_san_shinsho
49066    Blood-soaked Shinsho                         sa_san_shinsho
49067    Bullwhip                                     bullwhip
49068    Enchanted bullwhip                           enchanted_bullwhip
49069    Il san bullwhip                              il_san_bullwhip
49070    Ee san bullwhip                              ee_san_bullwhip
49071    Sam san bullwhip                             sam_san_bullwhip
49072    Sa san bullwhip                              sa_san_bullwhip
49073    Wilderness bow                               wilderness_bow
49074    Enchanted wilderness bow                     enchanted_wilderness_bow
49075    Il san wilderness bow                        il_san_wilderness_bow
49076    Ee san wilderness bow                        ee_san_wilderness_bow
49077    Sam san wilderness bow                       sam_san_wilderness_bow
49078    Sa san wilderness bow                        sa_san_wilderness_bow
49079    Dakashi Blade                                dakashi_blade
49080    Enchanted dakashi blade                      enchanted_dakashi_blade
49081    Il san dakashi blade                         il_san_dakashi_blade
49082    Ee san dakashi blade                         ee_san_dakashi_blade
49083    Sam san dakashi blade                        sam_san_dakashi_blade
49084    Sa san dakashi blade                         sa_san_dakashi_blade
49085    Hsiao chu staff                              hsiao_chu_staff
49086    Enchanted hsiao chu staff                    enchanted_hsiao_chu_staff
49087    Il san hsiao chu staff                       il_san_hsiao_chu_staff
49088    Ee san hsiao chu staff                       ee_san_hsiao_chu_staff
49089    Sam san hsiao chu staff                      sam_san_hsiao_chu_staff
49090    Sa san hsiao chu staff                       sa_san_hsiao_chu_staff
49091    Staff of chi                                 staff_of_chi
49092    Enchanted staff of chi                       enchanted_staff_of_chi
49093    Il san staff of chi                          il_san_staff_of_chi
49094    Ee san staff of chi                          ee_san_staff_of_chi
49095    Sam san staff of chi                         sam_san_staff_of_chi
49096    Sa san staff of chi                          sa_san_staff_of_chi
49097    YongSang                                     yongsang
49098    Enchanted YongSang                           enchanted_yongsang
49099    Il san YongSang                              il_san_yongsang
49100    Ee san YongSang                              ee_san_yongsang
49101    Sam san YongSang                             sam_san_yongsang
49102    Sa san YongSang                              sa_san_yongsang
49103    Tree branch                                  tree_branch
49104    Enchanted tree branch                        enchanted_tree_branch
49105    Il san tree branch                           il_san_tree_branch
49106    Ee san tree branch                           ee_san_tree_branch
49107    Sam san tree branch                          sam_san_tree_branch
49108    Sa san tree branch                           sa_san_tree_branch
49109    Destiny spear                                destiny_spear
49110    Enchanted destiny spear                      enchanted_destiny_spear
49111    Il san destiny spear                         il_san_destiny_spear
49112    Ee san destiny spear                         ee_san_destiny_spear
49113    Sam san destiny spear                        sam_san_destiny_spear
49114    Sa san destiny spear                         sa_san_destiny_spear
49115    Aureate Aspiration                           aureate_aspiration
49116    Enchanted Aureate                            enchanted_aureate_aspiration
49117    Glistening Aureate                           il_san_aureate_aspiration
49118    Lucent Aureate Aspiration                    ee_san_aureate_aspiration
49119    Ardent Aureate Aspiration                    sam_san_aureate_aspiration
49120    Scintillating Aureate                        sa_san_aureate_aspiration
49121    Musical charm                                musical_charm
49122    Enchanted musical charm                      enchanted_musical_charm
49123    Il san musical charm                         il_san_musical_charm
49124    Ee san musical charm                         ee_san_musical_charm
49125    Sam san musical charm                        sam_san_musical_charm
49126    Sa san musical charm                         sa_san_musical_charm
50000    ===BOWS===                                   ==BOWS===
50001    Spring bow                                   spring_bow
50002    Molghi bow                                   molghi_bow
50500    ===QUIVERS=====                              ===QUIVERS===
50501    Spring quiver                                spring_quiver
50502    Summer quiver                                summer_quiver
50503    Autumn quiver                                autumn_quiver
50504    Winter quiver                                winter_quiver
50505    Ancient quiver                               ancient_quiver
50506    Blood quiver                                 blood_quiver
50507    Earth quiver                                 earth_quiver
50508    Long sheath                                  long_sheath
50600    ===DARTS===                                  ===DARTS===
50601    Spring dart                                  spring_dart
50602    Summer dart                                  summer_dart
50603    Autumn dart                                  autumn_dart
50604    Winter dart                                  winter_dart
50605    Ancient dart                                 ancient_dart
50606    Blood dart                                   blood_dart
50607    Earth dart                                   earth_dart
50608    Star dart                                    star_dart
51000    ===SHIELDS===                                ====SHIELDS====
51001    Nagnang shield                               nagnang_shield
51002    Tall shield                                  tall_shield
51003    Bamboo shield                                bamboo_shield
51004    Stone shield                                 stone_shield
51005    Hide shield                                  hide_shield
51006    Brass shield                                 brass_shield
51007    Titanium shield                              titanium_shield
51008    Noble shield                                 noble_shield
51009    Light buckler                                light_buckler
51010    Basic buckler                                basic_buckler
51011    Heavy buckler                                heavy_buckler
51012    Amber buckler                                amber_buckler
51013    Enchanted buckler                            enchanted_buckler
51014    Mystic buckler                               mystic_buckler
51015    Magic ward                                   magic_ward
51016    Mage's ward                                  mages_ward
51017    Enchanted ward                               enchanted_ward
51018    Conjurer's ward                              conjurers_ward
51019    Mysticism ward                               mysticism_ward
51020    Master's ward                                masters_ward
51021    Nature charm                                 nature_charm
51022    Soul charm                                   soul_charm
51023    Spirit charm                                 spirit_charm
51024    Love charm                                   love_charm
51025    Life charm                                   life_charm
51026    Immortality charm                            immortality_charm
51027    Honor shield                                 honor_shield
51028    Enchanted honor shield                       enchanted_honor_shield
51029    Il san honor shield                          il_san_honor_shield
51030    Ee san honor shield                          ee_san_honor_shield
51031    Sam san honor shield                         sam_san_honor_shield
51032    Sa san honor shield                          sa_san_honor_shield
51500    Doug                                         doug_shield
52000    ===COATS===                                  ===COATS===
52001    Scalemail                                    coat_scale_mail
52002    Platemail                                    coat_war_platemail
52003    Scale Dress                                  coat_scale_dress
52004    War Dress                                    coat_war_dress
52005    Waistcoat                                    coat_waistcoat
52006    Blouse                                       coat_blouse
52007    Armor                                        coat_armor
52008    Armor Dress                                  coat_armor_dress
52009    Garb                                         coat_garb
52010    Dress                                        coat_dress
52011    Skirt                                        coat_skirt
52012    Clothes                                      coat_clothes
52013    Robes                                        coat_robes
52014    Gown                                         coat_gown
52015    Mantle                                       coat_mantle
52016    Drapery                                      coat_drapery
52017    Heavy Plate                                  coat_heavy_plate
55000    ====PC SUBPATH ITEMS===                      ====PC SUBPATH ITEMS===
55001    Barbarian brew                               barbarian_brew
55002    Bottle of rage                               bottle_of_rage
55500    HELM(ET)S===                                 ===PC SUBPATH
55501    Tiger skull helm                             tiger_skull_helm
55502    War helm                                     war_helm
55503    Do headband                                  do_headband
55504    Kabuto                                       kabuto
55505    Honor laurel                                 honor_laurel
55506    Hooded cloak                                 hooded_cloak
55507    Chung Fu                                     chung_fu
55508    Elemental Orbs                               elemental_orbs
55509    Helmet of Balance                            helmet_of_balance
55510    Mog-Ur's Mask                                mog_urs_mask
56000    HAND ITEMS===                                ===PC SUBPATH
56001    Savage gauntlet                              savage_gauntlet
56002    Enchanted savage gauntlet                    enchanted_savage_gauntlet
56003    Il san savage gauntlet                       il_san_savage_gauntlet
56004    Ee san savage gauntlet                       ee_san_savage_gauntlet
56005    Sam san savage gauntlet                      sam_san_savage_gauntlet
56006    Sa san savage gauntlet                       sa_san_savage_gauntlet
56007    Silver glove                                 silver_glove
56008    Spirit armlet                                spirit_armlet
56009    Medal of honor                               medal_of_honor
56010    Pal-mok                                      pal_mok
56011    Gold bangle                                  gold_bangle
56012    Gold nuggets                                 gold_nuggets
56013    Enchanted gold nuggets                       enchanted_gold_nuggets
56014    Il san gold nuggets                          il_san_gold_nuggets
56015    Ee san gold nuggets                          ee_san_gold_nuggets
56016    Sam san gold nuggets                         sam_san_gold_nuggets
56017    Sa san gold nuggets                          sa_san_gold_nuggets
56018    Demon dagger                                 demon_dagger
56019    Bracer                                       bracer
56020    Enchanted bracer                             enchanted_bracer
56021    Il san bracer                                il_san_bracer
56022    Ee san bracer                                ee_san_bracer
56023    Sam san bracer                               sam_san_bracer
56024    Sa san bracer                                sa_san_bracer
56025    Fabled Trowel                                fabled_trowel
56026    Honor medal                                  honor_medal
56027    Covert Band                                  covert_band
56028    Insidious Disk                               insidious_disk
56029    Stealth glove                                stealth_glove
56030    Enchanted stealth glove                      enchanted_stealth_glove
56031    Il san stealth glove                         il_san_stealth_glove
56032    Ee san stealth glove                         ee_san_stealth_glove
56033    Sam san stealth glove                        sam_san_stealth_glove
56034    Sa san stealth glove                         sa_san_stealth_glove
56035    Crystal ball                                 crystal_ball
56036    Enchanted crystal ball                       enchanted_crystal_ball
56037    Il san crystal ball                          il_san_crystal_ball
56038    Ee san crystal ball                          ee_san_crystal_ball
56039    Sam san crystal ball                         sam_san_crystal_ball
56040    Sa san crystal ball                          sa_san_crystal_ball
56041    Messenger's Feather                          messengers_feather
56042    Mecidine Wheel                               medicine_wheel
56043    Soul crystal                                 soul_crystal
56044    Enchanted soul crystal                       enchanted_soul_crystal
56045    Il san soul crystal                          il_san_soul_crystal
56046    Ee san soul crystal                          ee_san_soul_crystal
56047    Sam san soul crystal                         sam_san_soul_crystal
56048    Sa san soul crystal                          sa_san_soul_crystal
56049    Faded stone                                  faded_stone
56050    Skeleton key                                 skeleton_key
56051    Explosive Spores                             explosive_spores
56052    Kaleidoscope                                 kaleidoscope
56054    Drum of knowledge                            drum_of_knowledge
56055    Piri                                         piri
56056    Sogo                                         sogo
56057    Euterpe's flute                              euterpes_flute
56058    Senap                                        senap
56059    Kayagum                                      kayagum
56060    Tanso                                        tanso
56061    Changgo                                      changgo
56062    Gyobanggo                                    gyobanggo
59000    ===FACE ACCESSORIES===                       === FACE ACCESSORIES===
59001    Whiskers                                     whiskers
60000    ===GM ITEMS===                               ===GM ITEMS===
60001    Shtick                                       chaos_weapon
60002    Long day                                     chaos_armor
60003    Cimmerian steel                              cimmerian_steel
60004    Enigma's boots                               enigmas_boots
60005    Shot gun                                     shot_gun
60006    Flameblade                                   flameblade_test
60007    Crafting hat                                 chaos_crown
60008    Donor Scroll 1                               donor_scroll
60009    Donor Scroll 2                               donor_scroll
60010    Donor Scroll 3                               donor_scroll
60011    Donor Scroll 4                               donor_scroll
60012    Donor Scroll 5                               donor_scroll
60500    ===SPAWN TOOL SCROLLS===                     ==SPAWN TOOL SCROLLS==
60501    Red Script                                   red_script
60502    Blue Script                                  blue_script
60503    Orange Script                                orange_script
60504    Yellow Script                                yellow_script
60505    Green Script                                 green_script
60506    Pink Script                                  pink_script
63001    Barricade                                    barricade
65000    Carnage token                                carnage_token
65001    Elixir trophy                                elixir_trophy
65002    Red elixir                                   red_elixir
65003    Blue elixir                                  blue_elixir
65004    Bomb                                         set_bomb
